,level_0,index,article_name,country,revision_id,scores,population
0,0,1,Bir I of Kanem,Chad,355319463,Stub,15400000
1,1,122,Abdullah II of Kanem,Chad,498683267,Stub,15400000
2,2,260,Salmama II of Kanem,Chad,565745353,Stub,15400000
3,3,261,Kuri I of Kanem,Chad,565745365,Stub,15400000
4,4,262,Mohammed I of Kanem,Chad,565745375,Stub,15400000
5,5,503,Kuri II of Kanem,Chad,669719757,Stub,15400000
6,6,519,Bir II of Kanem,Chad,670893206,Stub,15400000
7,7,728,Mahamat Hissene,Chad,693055898,Stub,15400000
8,8,1310,Othman I,Chad,705432607,Stub,15400000
9,9,1680,Alphonse Kotiga,Chad,707593108,Stub,15400000
10,10,1780,Oueddei Kichidemi,Chad,708346649,Start,15400000
11,11,2212,Dunama I,Chad,710675092,Stub,15400000
12,12,2341,Ahmad (Kanem-Bornu king),Chad,711388267,Stub,15400000
13,13,2636,Djibrine Kerallah,Chad,712971263,Stub,15400000
14,14,2637,Maurice Ngangtar,Chad,712971315,Stub,15400000
15,15,2638,Idriss Miskine,Chad,712971738,Stub,15400000
16,16,3673,Laoukein Kourayo Médard,Chad,716886170,Stub,15400000
17,17,3674,Nadji Madou,Chad,716886788,Stub,15400000
18,18,3675,Noël Milarew Odingar,Chad,716891799,Start,15400000
19,19,3950,Yaya Dillo Djérou,Chad,717733209,Stub,15400000
20,20,4477,Acheikh Ibn-Oumar,Chad,719821590,Start,15400000
21,21,4559,Quatre Sou Quatre,Chad,720066754,Stub,15400000
22,22,5277,Ali Gazi,Chad,722563340,Stub,15400000
23,23,5991,Mahamat Djarma Khatir,Chad,725132042,Stub,15400000
24,24,7049,Dunama IX Lefiami,Chad,731749611,Stub,15400000
25,25,7660,Dawud of Kanem,Chad,736550266,Stub,15400000
26,26,8239,Ahmed Koulamallah,Chad,738855197,Start,15400000
27,27,8594,Abbo Nassour,Chad,741369486,C,15400000
28,28,8724,Abdel Kader Baba-Laddé,Chad,742213176,Stub,15400000
29,29,9621,Hummay,Chad,747271475,Stub,15400000
30,30,10589,Ngarlejy Yorongar,Chad,751304544,C,15400000
31,31,10601,Saleh Kezabo,Chad,751380073,Stub,15400000
32,32,11860,Bourkou Louise Kabo,Chad,757072468,Start,15400000
33,33,13255,Brahim Koulamallah,Chad,757802238,Stub,15400000
34,34,13266,Saadie Goukouni Weddeye,Chad,757842614,Start,15400000
35,35,14155,Mahamoud Adam Béchir,Chad,762579466,Start,15400000
36,36,14194,Kalthouma Nguembang,Chad,762816132,Stub,15400000
37,37,14513,Djidingar Dono Ngardoum,Chad,764133533,Stub,15400000
38,38,16281,Youssouf Saleh Abbas,Chad,771052289,B,15400000
39,39,17109,Koibla Djimasta,Chad,774223245,Start,15400000
40,40,17110,Nassour Guelendouksia Ouaido,Chad,774223248,C,15400000
41,41,18082,Joseph Brahim Seid,Chad,777478442,Stub,15400000
42,42,18122,Joseph Yodoyman,Chad,777550078,Start,15400000
43,43,20082,Antoine Bangui,Chad,782638002,Start,15400000
44,44,21500,Ibrahim IV of Bornu,Chad,785614014,Stub,15400000
45,45,21869,Hadjé Halimé,Chad,786449636,C,15400000
46,46,22527,Youssouf Togoïmi,Chad,787390241,Start,15400000
47,47,22790,Adoum Younousmi,Chad,787719236,Start,15400000
48,48,22806,François Tombalbaye,Chad,787738541,C,15400000
49,49,22922,Ahmat Hassaballah Soubiane,Chad,787910771,Stub,15400000
50,50,22951,Ahmad Allam-Mi,Chad,787921293,Start,15400000
51,51,23074,Laotegguelnodji Koumtog,Chad,788009613,Stub,15400000
52,52,23083,Mahamat Ali Adoum,Chad,788014671,Start,15400000
53,53,23797,Mahamat Saleh Annadif,Chad,788658822,Start,15400000
54,54,24722,Mohamed Bechir-Sow,Chad,788827248,Stub,15400000
55,55,24764,Gontchomé Sahoulba,Chad,788828388,Start,15400000
56,56,24769,Gabriel Lisette,Chad,788828519,Start,15400000
57,57,26023,Ali II of Bornu,Chad,788999424,Stub,15400000
58,58,26113,Arabi El Goni,Chad,789126126,Stub,15400000
59,59,28330,Dunama Dabbalemi,Chad,789935196,Start,15400000
60,60,30614,Idris Alooma,Chad,792734868,Start,15400000
61,61,30727,Mahamat Nouri,Chad,792954115,FA,15400000
62,62,33515,Idriss Ndele Moussa,Chad,796654025,Start,15400000
63,63,33557,Mbaydoum Simeon,Chad,796690873,Stub,15400000
64,64,33567,Ngarindo Milengar,Chad,796700718,Stub,15400000
65,65,34586,List of Prime Ministers of Chad,Chad,797747674,Start,15400000
66,66,35040,Idriss Déby,Chad,798286150,C,15400000
67,67,35474,Saleh Kebzabo,Chad,798626040,C,15400000
68,68,35919,Moussa Faki,Chad,799043301,C,15400000
69,69,36304,Kalzeubet Pahimi Deubet,Chad,799413193,Stub,15400000
70,70,36341,Haroun Kabadi,Chad,799447895,Start,15400000
71,71,36342,Nagoum Yamassoum,Chad,799447995,Start,15400000
72,72,36344,Outel Bono,Chad,799448338,Start,15400000
73,73,36851,Ahmat Acyl,Chad,799902492,C,15400000
74,74,37094,Djimrangar Dadnadji,Chad,800133552,Start,15400000
75,75,38175,Delwa Kassiré Koumakoye,Chad,801029539,C,15400000
76,76,38370,Fidèle Moungar,Chad,801192255,C,15400000
77,77,38371,Jean Alingué Bawoyeu,Chad,801192303,B,15400000
78,78,39006,Emmanuel Nadingar,Chad,801573576,C,15400000
79,79,39021,Roger Djikisna,Chad,801583221,Stub,15400000
80,80,39022,Firmin Djidingar,Chad,801583260,Stub,15400000
81,81,40507,Idris I of Kanem,Chad,802874918,Stub,15400000
82,82,40776,Vice President of Chad,Chad,803166509,Stub,15400000
83,83,40777,Hissène Habré,Chad,803166806,GA,15400000
84,84,40778,Negue Djogo,Chad,803166989,Start,15400000
85,85,40779,Wadel Abdelkader Kamougué,Chad,803167152,C,15400000
86,86,40780,Félix Malloum,Chad,803167336,Start,15400000
87,87,40781,Lol Mahamat Choua,Chad,803167424,C,15400000
88,88,40782,Goukouni Oueddei,Chad,803167990,C,15400000
89,89,41024,Albert Pahimi Padacké,Chad,803433107,C,15400000
90,90,41410,List of heads of state of Chad,Chad,803812011,Start,15400000
91,91,42593,Elise Loum,Chad,804773540,Start,15400000
92,92,43730,Agnes Allafi,Chad,805493169,Start,15400000
93,93,45030,Christine Georges Diguibaye,Chad,806337653,Stub,15400000
94,94,45318,Pascal Yoadimnadji,Chad,806508985,Start,15400000
95,95,45475,Aissa Koli,Chad,806616268,Start,15400000
96,96,47014,Omar I of Kanem,Chad,807425129,Start,15400000
97,97,12,Yos Por,Cambodia,393822005,Stub,16000000
98,98,528,Than Sina,Cambodia,671073599,Stub,16000000
99,99,2432,Ieu Pannakar,Cambodia,712085445,Stub,16000000
100,100,2774,Taing Sunlay,Cambodia,713507166,Stub,16000000
101,101,2982,Dul Koeun,Cambodia,714524609,Stub,16000000
102,102,2983,Ly Kim Leang,Cambodia,714524624,Stub,16000000
103,103,2984,Chhor Leang Huot,Cambodia,714524714,Stub,16000000
104,104,2985,Thak Lany,Cambodia,714524870,Stub,16000000
105,105,2986,Sok San,Cambodia,714525029,Stub,16000000
106,106,2989,Tep Ngorn,Cambodia,714528164,Stub,16000000
107,107,2990,Chan Cheng,Cambodia,714528251,Stub,16000000
108,108,2991,Nhim Vanda,Cambodia,714528803,Stub,16000000
109,109,2992,Pen Panha,Cambodia,714528886,Stub,16000000
110,110,2993,Sieng Nam,Cambodia,714529109,Stub,16000000
111,111,2994,So Khun,Cambodia,714529370,Stub,16000000
112,112,2995,Nou Sam,Cambodia,714529507,Stub,16000000
113,113,3634,Rath Sarem,Cambodia,716812326,Stub,16000000
114,114,6278,Kong Vibol,Cambodia,726543264,Stub,16000000
115,115,6279,Monh Saphan,Cambodia,726543284,Stub,16000000
116,116,6280,Uk Rabun,Cambodia,726543336,Stub,16000000
117,117,6282,Ay Khorn,Cambodia,726543872,Stub,16000000
118,118,6428,Oung Ouen,Cambodia,726688556,Stub,16000000
119,119,6899,List of Deputy Prime Ministers of Cambodia,Cambodia,730617957,Stub,16000000
120,120,7114,Cambodian People's Party–FUNCINPEC coalition agreement,Cambodia,732331264,Stub,16000000
121,121,7558,Chuop Hell,Cambodia,735512767,Stub,16000000
122,122,7623,Kong Korm,Cambodia,736093077,Stub,16000000
123,123,7655,Chan Nak,Cambodia,736538934,Stub,16000000
124,124,7656,Huy Kanthoul,Cambodia,736539294,Stub,16000000
125,125,7701,Vorn Vet,Cambodia,736715950,Stub,16000000
126,126,7773,Yat Hwaidi,Cambodia,737025619,Stub,16000000
127,127,7957,Khim Tit,Cambodia,737804996,Stub,16000000
128,128,8117,Son Chhay,Cambodia,738180794,Start,16000000
129,129,8162,Kep Chuktema,Cambodia,738478052,Start,16000000
130,130,8174,Nuth Rumduol,Cambodia,738512371,Stub,16000000
131,131,8233,Khieu Thavika,Cambodia,738804016,Stub,16000000
132,132,8261,Norodom Phurissara,Cambodia,738987957,Start,16000000
133,133,8262,Daran Kravanh,Cambodia,738989624,Stub,16000000
134,134,8272,Sisowath Monireth,Cambodia,738992094,Start,16000000
135,135,8273,Sisowath Youtevong,Cambodia,738992441,Start,16000000
136,136,8320,Ou Chanrith,Cambodia,739217591,Stub,16000000
137,137,8628,Yem Ponhearith,Cambodia,741680078,Stub,16000000
138,138,8690,Chrea Sochenda,Cambodia,741923960,Stub,16000000
139,139,8695,Vong Kan,Cambodia,742006559,Stub,16000000
140,140,8700,Yos Son,Cambodia,742067282,Stub,16000000
141,141,9033,Hun Many,Cambodia,744291790,Stub,16000000
142,142,9576,Chhean Vam,Cambodia,747052284,Stub,16000000
143,143,9577,Oum Chheang Sun,Cambodia,747052769,Stub,16000000
144,144,9578,Norodom Kantol,Cambodia,747053219,Stub,16000000
145,145,9665,Khieu Rada,Cambodia,747555899,Start,16000000
146,146,9680,Ieu Koeus,Cambodia,747628491,Stub,16000000
147,147,9707,Cheng Heng,Cambodia,747784875,Start,16000000
148,148,9727,Mok Mareth,Cambodia,747945224,Start,16000000
149,149,9784,Kieng Vang,Cambodia,748137241,Stub,16000000
150,150,9871,Sisowath Watchayavong,Cambodia,748488170,Stub,16000000
151,151,9999,Sokhom So,Cambodia,749156496,Stub,16000000
152,152,10029,Min Sean,Cambodia,749304614,Stub,16000000
153,153,10054,Y Chhean,Cambodia,749338398,Stub,16000000
154,154,10070,Poa Bun Sreu,Cambodia,749357713,Stub,16000000
155,155,10092,Toan Vanthara,Cambodia,749387326,Stub,16000000
156,156,10095,Sok Soty,Cambodia,749388858,Stub,16000000
157,157,10103,Pal Sam Oeun,Cambodia,749396845,Stub,16000000
158,158,10131,Ngor Sovann,Cambodia,749470256,Stub,16000000
159,159,10154,Kea Sahorn,Cambodia,749510551,Stub,16000000
160,160,10158,Suos Kanan,Cambodia,749517390,Stub,16000000
161,161,10165,Im Chhun Lim,Cambodia,749537624,Stub,16000000
162,162,10166,Tram Iv Teuk,Cambodia,749537772,Stub,16000000
163,163,10182,Hem Khorn,Cambodia,749561164,Stub,16000000
164,164,10189,Um Nhanh,Cambodia,749569686,Stub,16000000
165,165,10190,Poa Try,Cambodia,749570183,Stub,16000000
166,166,10244,Yim Chhaily,Cambodia,749683882,Stub,16000000
167,167,10256,Ith Prang,Cambodia,749704384,Stub,16000000
168,168,10262,Try Chheang Huot,Cambodia,749710492,Stub,16000000
169,169,10308,Suk Sam Eng,Cambodia,749945690,Stub,16000000
170,170,10326,Nim Thot,Cambodia,749967879,Stub,16000000
171,171,10330,Ngin Khorn,Cambodia,749970189,Stub,16000000
172,172,10345,Sorn Inthor,Cambodia,749977252,Stub,16000000
173,173,10353,You Hockry,Cambodia,750055098,Stub,16000000
174,174,10367,Samrith Pech,Cambodia,750074445,Stub,16000000
175,175,10369,Un Neung,Cambodia,750077042,Stub,16000000
176,176,10428,Bou Thang,Cambodia,750179637,Stub,16000000
177,177,10577,Peter Khoy Saukam,Cambodia,751227068,Start,16000000
178,178,10804,Tuot Saron,Cambodia,752967379,Start,16000000
179,179,10807,Phoeurng Sackona,Cambodia,752979708,Stub,16000000
180,180,10817,Nhek Bun Chhay,Cambodia,753086260,Stub,16000000
181,181,10908,Cheam Yeab,Cambodia,753684881,Stub,16000000
182,182,10912,Chea Poch,Cambodia,753689952,Stub,16000000
183,183,10914,Chin Bun Sean,Cambodia,753692176,Stub,16000000
184,184,10917,Chhim Siek Leng,Cambodia,753695057,Stub,16000000
185,185,10922,Chea Soth,Cambodia,753711610,Stub,16000000
186,186,10985,Ke Pauk,Cambodia,754318281,Stub,16000000
187,187,11060,Kong Sam Ol,Cambodia,754944744,Stub,16000000
188,188,11187,Pho Proeung,Cambodia,755504987,Stub,16000000
189,189,11301,San Yun,Cambodia,756129985,Stub,16000000
190,190,11545,Tiv Ol,Cambodia,756722795,Start,16000000
191,191,13392,Son Ngoc Thanh,Cambodia,758665997,C,16000000
192,192,13581,Monovithya Kem,Cambodia,759510662,Stub,16000000
193,193,13961,Mom Chim Huy,Cambodia,761412104,Stub,16000000
194,194,14042,Norodom Norindeth,Cambodia,761941416,Start,16000000
195,195,14248,Hem Heng,Cambodia,763098565,Start,16000000
196,196,14249,Chum Bunrong,Cambodia,763098588,Stub,16000000
197,197,14305,Duong Vanna,Cambodia,763316692,Stub,16000000
198,198,14487,Chhay Tan,Cambodia,763968613,Stub,16000000
199,199,14771,Keat Chhon,Cambodia,765244120,Stub,16000000
200,200,14800,Ang Vong Vathana,Cambodia,765375452,Stub,16000000
201,201,15082,Keo Remy,Cambodia,766576352,Stub,16000000
202,202,15124,Sun Chanthol,Cambodia,766834612,Start,16000000
203,203,15125,Khieu Kanharith,Cambodia,766836319,Stub,16000000
204,204,15203,Chay Saing Yun,Cambodia,767217618,Stub,16000000
205,205,15204,Ek Sam Ol,Cambodia,767218020,Stub,16000000
206,206,15369,Ouk Rabun,Cambodia,767867369,Stub,16000000
207,207,15555,Hun Phoeung,Cambodia,768488633,Stub,16000000
208,208,15805,Nguon Nhel,Cambodia,769381746,Stub,16000000
209,209,15806,Khuon Sodary,Cambodia,769381831,Stub,16000000
210,210,15816,Sok Pheng,Cambodia,769447485,Stub,16000000
211,211,15946,Say Chhum,Cambodia,769929584,Stub,16000000
212,212,16392,Im Sothy,Cambodia,771408501,Stub,16000000
213,213,16814,Eng Chhai Eang,Cambodia,773103096,Stub,16000000
214,214,16824,Heng Pov,Cambodia,773157273,Start,16000000
215,215,16918,Him Chhem,Cambodia,773455924,Stub,16000000
216,216,16960,Ho Non,Cambodia,773694865,Stub,16000000
217,217,16961,Ho Vann,Cambodia,773695304,Stub,16000000
218,218,17074,Hul Savorn,Cambodia,774100291,Stub,16000000
219,219,17670,Pol Hom,Cambodia,776153762,Stub,16000000
220,220,18199,Thong Khon,Cambodia,777665222,Stub,16000000
221,221,18244,Hor Namhong,Cambodia,777765537,C,16000000
222,222,18510,Keo Saphal (Siem Reap politician),Cambodia,778675539,Stub,16000000
223,223,18511,Keo Saphal (Takeo politician),Cambodia,778675542,Stub,16000000
224,224,18553,Khek Vandy,Cambodia,778806364,Stub,16000000
225,225,18565,Khun Haing,Cambodia,778825745,Stub,16000000
226,226,18569,Khy Taing Lim,Cambodia,778830534,Stub,16000000
227,227,18609,Kimsour Phirith,Cambodia,778947267,Stub,16000000
228,228,18852,Kuoch Ky,Cambodia,779440080,Stub,16000000
229,229,18854,Kuoy Bunroeun,Cambodia,779441002,Stub,16000000
230,230,19006,Chou Bun Eng,Cambodia,779541149,Start,16000000
231,231,19007,Ke Sovannaroth,Cambodia,779541334,Stub,16000000
232,232,19008,Norodom Rattana Devi,Cambodia,779541359,Stub,16000000
233,233,19009,Norodom Vichara,Cambodia,779541415,Stub,16000000
234,234,19010,Nin Saphon,Cambodia,779541481,Stub,16000000
235,235,19011,Tioulong Saumura,Cambodia,779541578,Start,16000000
236,236,19012,Som Kimsuor,Cambodia,779541650,Stub,16000000
237,237,19407,Suy Sem,Cambodia,780608915,Stub,16000000
238,238,19431,Sourn Serey Ratha,Cambodia,780691538,Stub,16000000
239,239,20074,Ly Son,Cambodia,782622853,Stub,16000000
240,240,20075,Ly Thuch,Cambodia,782622857,Stub,16000000
241,241,20184,List of heads of state of Cambodia,Cambodia,782894395,C,16000000
242,242,20269,Son Sann,Cambodia,783107330,C,16000000
243,243,20289,Mam Bun Neang,Cambodia,783142781,Stub,16000000
244,244,20330,Chan Sarun,Cambodia,783239117,Stub,16000000
245,245,20364,Mao Monyvann,Cambodia,783294124,Stub,16000000
246,246,20941,Men Sam An,Cambodia,784442393,Stub,16000000
247,247,20995,Mey Norn,Cambodia,784629286,Stub,16000000
248,248,21192,Sok An,Cambodia,784962640,C,16000000
249,249,21747,Yem Sambaur,Cambodia,786198076,Start,16000000
250,250,21850,Yim Sovann,Cambodia,786409843,C,16000000
251,251,22006,Ek Yi Oun,Cambodia,786826707,Stub,16000000
252,252,22163,Lu Laysreng,Cambodia,787016670,Stub,16000000
253,253,22319,Math Ly,Cambodia,787260537,Stub,16000000
254,254,23007,Chem Widhya,Cambodia,787978108,Start,16000000
255,255,23176,Pa Socheatvong,Cambodia,788070748,Stub,16000000
256,256,23177,Governor of Phnom Penh,Cambodia,788070776,Stub,16000000
257,257,23505,Son Sen,Cambodia,788368060,C,16000000
258,258,23531,Pen Sovan,Cambodia,788398926,Start,16000000
259,259,23719,Sak Sutsakhan,Cambodia,788540352,C,16000000
260,260,24010,Amath Yashya,Cambodia,788758065,Stub,16000000
261,261,24409,Tong Siv Eng,Cambodia,788799479,Stub,16000000
262,262,25415,Norodom Chakrapong,Cambodia,788905950,GA,16000000
263,263,28640,Prak Sokhon,Cambodia,790023943,Start,16000000
264,264,30190,Khieu Samphan,Cambodia,792012094,C,16000000
265,265,30349,Sisowath Sirik Matak,Cambodia,792274582,C,16000000
266,266,30504,Sam Sary,Cambodia,792556486,Start,16000000
267,267,30608,Tou Samouth,Cambodia,792731504,Start,16000000
268,268,30916,Yun Yat,Cambodia,793218721,Stub,16000000
269,269,31312,Khieu Ponnary,Cambodia,793723115,Start,16000000
270,270,31321,Cham Prasidh,Cambodia,793746447,Start,16000000
271,271,31649,Ung Huot,Cambodia,794239262,Start,16000000
272,272,31979,Veng Sereyvuth,Cambodia,794714434,Stub,16000000
273,273,32363,Ieng Mouly,Cambodia,795214039,Stub,16000000
274,274,33565,Pou Sothirak,Cambodia,796696955,Stub,16000000
275,275,34066,Chea Sim,Cambodia,797224256,C,16000000
276,276,34267,Hu Nim,Cambodia,797444265,C,16000000
277,277,34446,Sim Var,Cambodia,797618265,Start,16000000
278,278,34498,Bin Chhin,Cambodia,797673057,Stub,16000000
279,279,34842,Sim Ka,Cambodia,798039997,Stub,16000000
280,280,34994,Hou Yuon,Cambodia,798241496,C,16000000
281,281,36005,Phiset Phanit,Cambodia,799124051,Stub,16000000
282,282,36177,Norodom Sihanouk,Cambodia,799302232,FA,16000000
283,283,36351,Pao Ham Phan,Cambodia,799453681,Stub,16000000
284,284,36670,Heng Samrin,Cambodia,799719505,Start,16000000
285,285,36713,Kang Kek Iew,Cambodia,799772448,C,16000000
286,286,37041,Leng Ngeth,Cambodia,800087187,Stub,16000000
287,287,37487,Spouse of the Prime Minister of Cambodia,Cambodia,800348414,Stub,16000000
288,288,38217,Nhiek Tioulong,Cambodia,801079233,Start,16000000
289,289,38923,Keo Puth Rasmey,Cambodia,801523347,Stub,16000000
290,290,39990,Khem Veasna,Cambodia,802456666,C,16000000
291,291,40198,Tea Banh,Cambodia,802643748,Start,16000000
292,292,40455,Ieng Sary,Cambodia,802839704,C,16000000
293,293,40702,Son Ngoc Minh,Cambodia,803084525,Start,16000000
294,294,40832,List of monarchs of Cambodia,Cambodia,803230439,C,16000000
295,295,41074,Ran Serey Leakhena,Cambodia,803481048,Stub,16000000
296,296,41588,Lon Non,Cambodia,803936929,C,16000000
297,297,41589,Lon Nil,Cambodia,803936986,Start,16000000
298,298,42446,Mu Sochua,Cambodia,804631223,C,16000000
299,299,42534,Penn Nouth,Cambodia,804717865,Start,16000000
300,300,42602,Hang Chuon Naron,Cambodia,804785628,Start,16000000
301,301,43677,Hong Sun Huot,Cambodia,805459200,Stub,16000000
302,302,44069,Sam Rainsy,Cambodia,805740662,C,16000000
303,303,44305,Nuon Chea,Cambodia,805876135,GA,16000000
304,304,44336,Kao Kim Hourn,Cambodia,805905770,B,16000000
305,305,45900,Ieng Thirith,Cambodia,806833311,C,16000000
306,306,46075,Chau Sen Cocsal Chhum,Cambodia,806931313,C,16000000
307,307,46148,Sar Kheng,Cambodia,806997998,C,16000000
308,308,46167,Aun Pornmoniroth,Cambodia,807003284,Start,16000000
309,309,46201,Lon Nol,Cambodia,807025761,GA,16000000
310,310,25,Robert Douglas Cook,Canada,401577829,Stub,37200000
311,311,114,List of Canadian incumbents by year,Canada,477962574,Stub,37200000
312,312,348,List of 2009 Canadian incumbents,Canada,632008524,Start,37200000
313,313,421,Rossy Barbour,Canada,653527941,Stub,37200000
314,314,468,Les Scheininger,Canada,667821864,C,37200000
315,315,469,Patrick Canning,Canada,667873261,Start,37200000
316,316,520,Gerald Hill (politician),Canada,670917017,Stub,37200000
317,317,522,John R. O'Dea,Canada,670971940,Stub,37200000
318,318,529,Samuel J. Hefferton,Canada,671122320,Start,37200000
319,319,571,Alexander Dunphy,Canada,676610041,Stub,37200000
320,320,572,Gordon Dawe,Canada,676612108,Stub,37200000
321,321,575,Paul Thoms,Canada,676732644,Stub,37200000
322,322,576,Frederick B. Rowe,Canada,676734572,Stub,37200000
323,323,577,Allan Evans (politician),Canada,676782180,Stub,37200000
324,324,580,Luke Woodrow,Canada,676947124,Stub,37200000
325,325,581,William G. Patterson,Canada,677094551,Stub,37200000
326,326,588,Freeman White (politician),Canada,677724847,Stub,37200000
327,327,591,William J. MacNeil,Canada,677769770,Stub,37200000
328,328,607,John Collins (Canadian politician),Canada,679623758,Stub,37200000
329,329,619,Barry Hynes,Canada,680618797,Stub,37200000
330,330,645,Brendan Howard,Canada,684050793,Stub,37200000
331,331,659,Wilson Callan,Canada,684903534,Stub,37200000
332,332,660,Rod Moores,Canada,684903869,Stub,37200000
333,333,696,List of 2010 Canadian incumbents,Canada,688697227,Start,37200000
334,334,708,Harold Collins (Canadian politician),Canada,690205437,Stub,37200000
335,335,718,Speaker of the Legislative Assembly of the Province of Canada,Canada,691747234,Stub,37200000
336,336,795,"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",Canada,698077739,Stub,37200000
337,337,1029,David John Rankin,Canada,703226576,Stub,37200000
338,338,1104,Robert Melville Smith,Canada,704136762,Stub,37200000
339,339,1120,Myra Freeman,Canada,704516768,Start,37200000
340,340,1216,Evelyn Shannon,Canada,705247791,Stub,37200000
341,341,1295,George Little (Manitoba politician),Canada,705386024,Stub,37200000
342,342,1313,Michael Rojeski,Canada,705436088,Stub,37200000
343,343,1323,Gudmundur Fjelsted,Canada,705539849,Stub,37200000
344,344,1326,Samuel Fletcher,Canada,705547266,Stub,37200000
345,345,1471,John Crane (Canadian politician),Canada,706430270,Stub,37200000
346,346,1498,Milton Peach,Canada,706597779,Stub,37200000
347,347,1517,Claude Sheppard,Canada,706758502,Stub,37200000
348,348,1560,Don Hollett,Canada,706934829,Stub,37200000
349,349,1563,Art Reid,Canada,706942745,Stub,37200000
350,350,1593,David Secord,Canada,707172907,Stub,37200000
351,351,1616,Wally Firth,Canada,707297623,Stub,37200000
352,352,1689,William R. Smallwood,Canada,707632311,Stub,37200000
353,353,1700,C. Maxwell Lane,Canada,707684781,Stub,37200000
354,354,1760,Charles Poulin,Canada,708179175,Stub,37200000
355,355,1886,Pierre-Luc Paquette,Canada,708813010,Stub,37200000
356,356,1892,Francis Badgley (merchant),Canada,708885126,Stub,37200000
357,357,1904,Michel Sikyea,Canada,708967094,Start,37200000
358,358,1934,List of 2003 Canadian incumbents,Canada,709329316,Start,37200000
359,359,1935,List of 2004 Canadian incumbents,Canada,709329425,Start,37200000
360,360,1949,List of 2002 Canadian incumbents,Canada,709407679,Start,37200000
361,361,1950,List of 2001 Canadian incumbents,Canada,709407789,Start,37200000
362,362,1951,List of 2000 Canadian incumbents,Canada,709408821,Start,37200000
363,363,1952,List of 1999 Canadian incumbents,Canada,709408830,Start,37200000
364,364,1953,List of 1998 Canadian incumbents,Canada,709408965,Start,37200000
365,365,1965,Sonnee Cohen,Canada,709455764,Start,37200000
366,366,1968,List of 1997 Canadian incumbents,Canada,709491780,Start,37200000
367,367,1969,List of 1996 Canadian incumbents,Canada,709492005,Start,37200000
368,368,1970,List of 1995 Canadian incumbents,Canada,709492007,Start,37200000
369,369,1971,List of 1994 Canadian incumbents,Canada,709492025,Start,37200000
370,370,1972,List of 1992 Canadian incumbents,Canada,709492105,Start,37200000
371,371,1973,List of 1991 Canadian incumbents,Canada,709492467,Start,37200000
372,372,1974,List of 1990 Canadian incumbents,Canada,709492558,Start,37200000
373,373,1984,List of 2005 Canadian incumbents,Canada,709519440,Start,37200000
374,374,2184,Cyril Keeper,Canada,710575028,C,37200000
375,375,2195,Adam Aptowitzer,Canada,710619647,Stub,37200000
376,376,2225,Yvon Picotte,Canada,710753764,Start,37200000
377,377,2287,James Atebe,Canada,711104781,Stub,37200000
378,378,2367,List of 2007 Canadian incumbents,Canada,711603471,Start,37200000
379,379,2484,Thomas Barnaby,Canada,712417981,Stub,37200000
380,380,2518,Mark Evaloarjuk,Canada,712579431,Start,37200000
381,381,2522,Jacques Bizard,Canada,712601441,Stub,37200000
382,382,2639,Lawrence Martin (musician),Canada,712973728,C,37200000
383,383,2699,Denis Viger,Canada,713249389,Stub,37200000
384,384,2854,Aidan Maloney,Canada,713981300,Stub,37200000
385,385,2883,Grafton Njootli,Canada,714172218,Stub,37200000
386,386,3051,William Albert Boucher,Canada,714722019,Start,37200000
387,387,3194,Marvin Gelber,Canada,715055224,Stub,37200000
388,388,3251,Robert Robertson (politician),Canada,715359989,Stub,37200000
389,389,3293,James H. Stuart,Canada,715457941,Stub,37200000
390,390,3550,Maxime Lépine,Canada,716489196,Stub,37200000
391,391,3607,Ambroise-Dydime Lépine,Canada,716690197,Stub,37200000
392,392,3679,W. Garfield Case,Canada,716908156,C,37200000
393,393,3681,Guy Williams (politician),Canada,716924009,Stub,37200000
394,394,3683,May Birchard,Canada,716960979,Start,37200000
395,395,3698,William Todd (1803–1873),Canada,717061600,Stub,37200000
396,396,3712,Albert Planta,Canada,717154850,Stub,37200000
397,397,3815,Jacques Viger (Member of the Assembly),Canada,717397656,Stub,37200000
398,398,3866,Alexander Kennedy Isbister,Canada,717547859,Stub,37200000
399,399,3996,Stuart Lyon Smith,Canada,717897492,Start,37200000
400,400,4096,Michel Bénard,Canada,718265809,Stub,37200000
401,401,4220,Maurice Laframboise,Canada,718852428,Start,37200000
402,402,4423,James Isbister,Canada,719597828,Start,37200000
403,403,4424,Jean-Charles Chapais,Canada,719598088,Start,37200000
404,404,4579,List of 1993 Canadian incumbents,Canada,720131548,Start,37200000
405,405,4580,List of 1989 Canadian incumbents,Canada,720131554,Start,37200000
406,406,4581,List of 1988 Canadian incumbents,Canada,720131559,Start,37200000
407,407,4582,List of 2008 Canadian incumbents,Canada,720133136,Start,37200000
408,408,4614,John Judah Glass,Canada,720256444,Start,37200000
409,409,4882,List of 1867 Canadian incumbents,Canada,721006116,Stub,37200000
410,410,4932,Lazarus Phillips,Canada,721093245,Start,37200000
411,411,5071,Samuel Hume Blake,Canada,721792566,Stub,37200000
412,412,5140,Gilles Houde,Canada,722043055,Stub,37200000
413,413,5421,Brenda Paris,Canada,723148572,C,37200000
414,414,5447,Henry Judah,Canada,723249393,Stub,37200000
415,415,5449,Rupert Bartlett,Canada,723252411,Stub,37200000
416,416,5450,Peter Bercovitch,Canada,723253555,Start,37200000
